Host,Port,Segment,RTT,TP,PK,Link_tc,Link_pcap,Algorithm,Arrival,Delivery,Stall,Bitrate,P1203
8,51028,40,8.824,302026.271517979,114,s2_eth2,s1_eth100,conventional,121755,1305,1835,1921,1.675
8,51060,41,10.314,504939.935314955,139,s2_eth2,s1_eth100,conventional,125029,1548,1274,3097,1.667
8,51094,42,21.953,700506.47927611,104,s2_eth2,s1_eth100,conventional,128292,1515,1262,3931,1.665
8,51128,43,26.271,609985.006071029,104,s2_eth2,s1_eth100,conventional,131534,1693,1242,3505,1.658
8,51156,44,15.84,239231.206972535,194,s2_eth2,s1_eth100,conventional,136646,2235,3111,1741,1.669
8,51196,45,6.507,264983.397831534,123,s2_eth2,s1_eth100,conventional,140537,1289,1890,1792,1.66
8,51228,46,1.174,1097446.51611373,78,s2_eth2,s1_eth100,conventional,143419,1360,882,5418,1.655
8,51260,47,0.034,1045259.57097487,99,s2_eth2,s1_eth100,conventional,146744,2010,1325,5485,1.651
8,51292,48,25.688,294567.960250229,178,s2_eth2,s1_eth100,conventional,150973,2049,2228,2128,1.646
8,51332,49,25.44,231102.981658958,211,s2_eth2,s1_eth100,conventional,156638,2432,3664,1708,1.641
8,51380,50,38.163,254992.810629208,154,s2_eth2,s1_eth100,conventional,161256,1769,2617,1815,1.637
8,51416,51,39.16,206781.320775387,97,s2_eth2,s1_eth100,conventional,165584,1108,2328,1445,1.634
8,51436,52,0.032,720265.788952683,66,s2_eth2,s1_eth100,conventional,168682,673,1097,2322,1.651
8,51468,53,16.891,270746.821218586,267,s2_eth2,s1_eth100,conventional,174189,3033,3506,2018,1.648
8,51512,54,26.487,175177.750128885,240,s2_eth2,s1_eth100,conventional,180934,2760,4745,1345,1.645
8,51544,55,26.612,188051.299609181,299,s2_eth2,s1_eth100,conventional,188142,3441,5208,1454,1.643
8,51580,56,35.043,242318.634583351,375,s2_eth2,s1_eth100,conventional,194181,4322,4039,1867,1.643
8,51620,57,36.149,276549.793323547,274,s2_eth2,s1_eth100,conventional,199253,3158,3072,2076,1.642
8,51642,58,24.155,243408.543805082,216,s2_eth2,s1_eth100,conventional,203996,2447,2742,1819,1.64
8,51668,59,29.403,390574.170628331,164,s2_eth2,s1_eth100,conventional,207056,1908,1060,2757,1.639
8,51680,60,7.124,373292.206484084,79,s2_eth2,s1_eth100,conventional,210172,903,1115,2255,1.634
1,54964,1,0.212,1915309.44625407,2,s2_eth2,s2_eth100,conventional,297,8,0,57,1.871
1,54990,2,11.978,297693.127637815,30,s2_eth2,s2_eth100,conventional,1815,329,0,1332,1.871
1,55018,3,7.212,888213.106310783,30,s2_eth2,s2_eth100,conventional,2767,468,0,4315,1.871
1,55042,4,10.152,446231.435115666,169,s2_eth2,s2_eth100,conventional,5053,1944,0,3102,2.213
1,55066,5,13.502,779924.578469011,68,s2_eth2,s2_eth100,conventional,6777,1191,0,4803,2.339
1,55098,6,36.048,394518.256527619,166,s2_eth2,s2_eth100,conventional,8872,1895,0,2682,2.56
1,55118,7,28.046,348840.097970609,140,s2_eth2,s2_eth100,conventional,11228,1594,0,2467,2.653
1,55150,8,27.187,307928.606141249,121,s2_eth2,s2_eth100,conventional,13440,1372,0,2069,2.737
1,55174,9,0.318,431012.856358709,122,s2_eth2,s2_eth100,conventional,15738,1594,0,3040,2.801
1,55204,10,1.679,371512.893910933,137,s2_eth2,s2_eth100,conventional,18036,1526,0,2577,2.838
1,55234,11,0.331,1192794.60899722,100,s2_eth2,s2_eth100,conventional,19840,2029,0,6505,2.96
1,55264,12,16.111,331963.080194799,207,s2_eth2,s2_eth100,conventional,23572,2636,0,2459,3.199
1,55310,13,42.229,348178.50330368,210,s2_eth2,s2_eth100,conventional,26430,2435,610,2453,3.069
1,55348,14,21.305,342213.164675568,128,s2_eth2,s2_eth100,conventional,29238,1460,807,2343,2.93
1,55380,15,27.977,212249.655164423,141,s2_eth2,s2_eth100,conventional,32946,1611,1708,1568,2.75
1,55418,16,8.107,205492.182364628,194,s2_eth2,s2_eth100,conventional,37690,2232,2743,1486,2.601
1,55462,17,15.069,236737.446743108,173,s2_eth2,s2_eth100,conventional,41328,1983,1638,1679,2.46
1,55502,18,13.957,210215.943559821,181,s2_eth2,s2_eth100,conventional,45585,2083,2256,1570,2.362
1,55538,19,0.401,1190977.0995957,98,s2_eth2,s2_eth100,conventional,47645,2203,59,7141,2.268
1,55570,20,42.006,317380.202294888,286,s2_eth2,s2_eth100,conventional,52209,3763,2564,2365,2.208
1,55608,21,42.034,257563.492224178,262,s2_eth2,s2_eth100,conventional,56329,3001,2119,1942,2.172
1,55638,22,20.878,231879.016639554,336,s2_eth2,s2_eth100,conventional,62321,3865,3992,1786,2.094
1,55686,23,12.032,279176.374683993,287,s2_eth2,s2_eth100,conventional,66929,3301,2607,2058,2.046
1,55722,24,11.378,602055.387308583,229,s2_eth2,s2_eth100,conventional,69879,3414,950,4388,2.017
1,55754,25,35.709,358606.565033815,207,s2_eth2,s2_eth100,conventional,73224,3070,1344,2647,1.985
1,55786,26,42.639,232143.145524451,237,s2_eth2,s2_eth100,conventional,77765,2989,2540,1765,1.95
1,55816,27,31.556,225657.793379192,255,s2_eth2,s2_eth100,conventional,82256,2940,2491,1704,1.919
1,55862,28,35.594,212029.753351183,186,s2_eth2,s2_eth100,conventional,87009,2135,2753,1583,1.883
1,55898,29,32.367,238453.999785792,165,s2_eth2,s2_eth100,conventional,91257,1895,2248,1745,1.856
1,55932,30,16.977,370406.598085196,155,s2_eth2,s2_eth100,conventional,94796,1777,1538,2535,1.834
1,55962,31,0.274,762911.338522483,99,s2_eth2,s2_eth100,conventional,97605,1346,809,3797,1.849
1,55994,32,35.998,308081.342483529,185,s2_eth2,s2_eth100,conventional,100892,2118,1286,2224,1.84
1,56026,33,27.415,241462.492933244,224,s2_eth2,s2_eth100,conventional,105842,2565,2950,1744,1.828
1,56066,34,0.755,1113099.0524526,63,s2_eth2,s2_eth100,conventional,108292,989,449,4790,1.783
1,56096,35,9.576,1018027.52102218,113,s2_eth2,s2_eth100,conventional,111245,2013,953,5149,1.803
1,56130,36,35.91,358642.418701841,130,s2_eth2,s2_eth100,conventional,114348,1580,1102,2439,1.794
1,56160,37,15.315,436254.177387395,158,s2_eth2,s2_eth100,conventional,118063,1887,1714,2587,1.784
1,56192,38,14.231,297851.938166893,112,s2_eth2,s2_eth100,conventional,121862,1275,1799,1830,1.775
1,56224,39,11.047,469733.416995588,121,s2_eth2,s2_eth100,conventional,125076,1337,1214,2720,1.768
1,56254,40,7.89,900378.115595339,74,s2_eth2,s2_eth100,conventional,127944,1305,867,4098,1.761
1,56286,41,16.942,368577.829997955,135,s2_eth2,s2_eth100,conventional,131249,1548,1305,2456,1.756
1,56316,42,1.367,455489.165761351,142,s2_eth2,s2_eth100,conventional,134901,1515,1651,2496,1.75
1,56346,43,15.236,892092.736193096,153,s2_eth2,s2_eth100,conventional,137436,1693,534,4803,1.74
1,56378,44,29.261,391910.902449846,171,s2_eth2,s2_eth100,conventional,141670,2235,2234,2791,1.734
1,56410,45,29.095,355793.06883341,150,s2_eth2,s2_eth100,conventional,145810,1677,2139,2487,1.727
1,56448,46,17.989,255249.267038174,119,s2_eth2,s2_eth100,conventional,150061,1360,2251,1809,1.722
1,56482,47,20.501,842015.589538588,109,s2_eth2,s2_eth100,conventional,152807,1529,745,5030,1.719
1,56514,48,48.076,311255.897987581,158,s2_eth2,s2_eth100,conventional,156811,2049,2004,2165,1.715
1,56544,49,33.362,261157.603277327,161,s2_eth2,s2_eth100,conventional,161378,1852,2566,1877,1.712
1,56580,50,35.609,232683.359161282,154,s2_eth2,s2_eth100,conventional,166176,1769,2798,1679,1.709
1,56616,51,17.968,346427.612727625,97,s2_eth2,s2_eth100,conventional,169994,1108,1817,2100,1.707
1,56646,52,35.806,161603.111453165,60,s2_eth2,s2_eth100,conventional,173575,673,1581,1106,1.704
1,56670,53,18.727,170211.139316432,223,s2_eth2,s2_eth100,conventional,180354,2536,4778,1219,1.701
1,56698,54,9.955,220453.519983923,245,s2_eth2,s2_eth100,conventional,185766,2760,3411,1602,1.699
1,56734,55,30.609,196055.576107577,299,s2_eth2,s2_eth100,conventional,192137,3441,4371,1496,1.702
1,56766,56,12.122,247852.991624546,382,s2_eth2,s2_eth100,conventional,198892,4322,4755,1870,1.701
1,56798,57,0.455,316555.14262013,265,s2_eth2,s2_eth100,conventional,203659,3158,2766,2302,1.699
1,56822,58,15.487,329612.510152596,214,s2_eth2,s2_eth100,conventional,206928,2447,1269,2449,1.698
1,56852,59,12.489,549018.209343605,123,s2_eth2,s2_eth100,conventional,210565,1908,1636,3741,1.697
1,56866,60,5.561,1138605.41773268,92,s2_eth2,s2_eth100,conventional,213054,903,488,5267,1.695
2,56946,1,0.335,4388059.70149254,2,s2_eth2,s2_eth100,conventional,298,8,0,57,1.871
2,56974,2,0.276,1017891.00401409,29,s2_eth2,s2_eth100,conventional,1268,329,0,3664,1.871
2,57006,3,33.986,741688.49112243,77,s2_eth2,s2_eth100,conventional,2606,1437,0,4444,2.18
2,57030,4,17.235,461847.599264029,170,s2_eth2,s2_eth100,conventional,4864,1944,0,3268,2.402
2,57054,5,3.74,911563.771723155,115,s2_eth2,s2_eth100,conventional,6662,1949,0,5684,2.642
2,57088,6,34.014,441144.937977719,198,s2_eth2,s2_eth100,conventional,9086,2568,0,3184,3.073
2,57114,7,39.218,505592.928370422,157,s2_eth2,s2_eth100,conventional,11442,2178,0,3246,3.192
2,57144,8,35.898,364605.788395317,156,s2_eth2,s2_eth100,conventional,13697,1829,0,2443,3.319
2,57172,9,19.367,284831.72223832,183,s2_eth2,s2_eth100,conventional,16945,2098,0,2023,3.436
2,57216,10,34.345,345351.78382702,171,s2_eth2,s2_eth100,conventional,19349,1961,77,2384,3.319
2,57246,11,12.408,342666.386765064,177,s2_eth2,s2_eth100,conventional,22599,2029,1250,2416,3.082
2,57282,12,13.759,290392.929217599,179,s2_eth2,s2_eth100,conventional,25673,2055,1074,2167,2.932
2,57324,13,11.777,297033.320094909,163,s2_eth2,s2_eth100,conventional,29021,1865,1347,2065,2.78
2,57366,14,18.915,216421.09891892,97,s2_eth2,s2_eth100,conventional,32237,1109,1216,1523,2.595
2,57402,15,6.575,1094122.39379643,71,s2_eth2,s2_eth100,conventional,34065,1235,0,5407,2.557
2,57434,16,46.142,242459.706573968,182,s2_eth2,s2_eth100,conventional,38122,2232,1884,1756,2.497
2,57464,17,25.346,285197.336738919,232,s2_eth2,s2_eth100,conventional,42326,2735,2204,2120,2.41
2,57506,18,28.402,214256.386293489,248,s2_eth2,s2_eth100,conventional,46921,2856,2594,1655,2.321
2,57550,19,21.378,190272.330142848,192,s2_eth2,s2_eth100,conventional,51625,2203,2704,1455,2.174
2,57590,20,31.235,202686.90620125,183,s2_eth2,s2_eth100,conventional,55627,2101,2001,1539,2.051
2,57622,21,20.375,295565.80552952,192,s2_eth2,s2_eth100,conventional,59102,2205,1475,2192,2.011
2,57654,22,25.791,260922.422165653,241,s2_eth2,s2_eth100,conventional,63390,2778,2287,1857,1.97
2,57686,23,20.105,213319.551502057,203,s2_eth2,s2_eth100,conventional,67910,2338,2519,1621,1.909
2,57718,24,20.134,188468.511693939,209,s2_eth2,s2_eth100,conventional,72801,2406,2891,1429,1.76
2,57766,25,13.936,179711.477260136,194,s2_eth2,s2_eth100,conventional,77464,2230,2663,1385,1.732
2,57812,26,40.486,175670.706575826,116,s2_eth2,s2_eth100,conventional,81074,1327,1609,1252,1.676
2,57830,27,37.082,1113187.51327246,83,s2_eth2,s2_eth100,conventional,83287,1330,213,4392,1.629
2,57862,28,41.97,250282.279061854,187,s2_eth2,s2_eth100,conventional,87329,2135,2041,1821,1.612
2,57894,29,41.086,248399.372477535,165,s2_eth2,s2_eth100,conventional,91385,1895,2056,1794,1.606
2,57926,30,13.656,357258.787412443,159,s2_eth2,s2_eth100,conventional,94979,1777,1594,2377,1.631
2,57958,31,29.274,229979.767576363,118,s2_eth2,s2_eth100,conventional,98962,1346,1983,1431,1.61
2,57990,32,17.326,763106.088359477,129,s2_eth2,s2_eth100,conventional,101278,1625,315,4547,1.6
2,58022,33,21.085,257818.522034291,223,s2_eth2,s2_eth100,conventional,106037,2565,2759,1921,1.614
2,58070,34,10.961,471941.0317549,76,s2_eth2,s2_eth100,conventional,109370,989,1333,2292,1.578
2,58094,35,0.347,279022.767277489,141,s2_eth2,s2_eth100,conventional,113428,1603,2057,1771,1.565
2,58130,36,14.231,383321.810945645,97,s2_eth2,s2_eth100,conventional,116550,943,1121,2119,1.557
2,58166,37,16.383,394024.060711135,100,s2_eth2,s2_eth100,conventional,119627,1131,1077,2392,1.549
2,58206,38,21.064,365379.485227337,86,s2_eth2,s2_eth100,conventional,122970,974,1342,2118,1.541
2,58238,39,20.402,387351.001347262,93,s2_eth2,s2_eth100,conventional,126486,1054,1515,2230,1.534
2,58266,40,12.344,318067.895883374,90,s2_eth2,s2_eth100,conventional,130141,1023,1654,1918,1.529
2,58298,41,20.637,884674.680360268,64,s2_eth2,s2_eth100,conventional,132867,1220,726,4675,1.524
2,58330,42,30.235,235837.348404495,132,s2_eth2,s2_eth100,conventional,136973,1515,2106,1710,1.544
2,58360,43,22.737,251713.250843698,149,s2_eth2,s2_eth100,conventional,141434,1693,2460,1732,1.538
2,58394,44,0.167,656688.551269047,87,s2_eth2,s2_eth100,conventional,144793,1355,1359,3748,1.534
2,58426,45,24.046,593705.569817374,122,s2_eth2,s2_eth100,conventional,147603,1289,809,3642,1.532
2,58456,46,26.648,287718.230058561,119,s2_eth2,s2_eth100,conventional,151170,1360,1567,2028,1.53
2,58484,47,16.355,180283.487783933,134,s2_eth2,s2_eth100,conventional,156195,1529,3025,1334,1.532
2,58520,48,7.732,214425.168905969,101,s2_eth2,s2_eth100,conventional,160437,1151,2241,1367,1.529
2,58550,49,17.297,865231.34016886,83,s2_eth2,s2_eth100,conventional,163543,1323,1106,3944,1.527
2,58582,50,36.77,592362.638818946,108,s2_eth2,s2_eth100,conventional,166495,1769,951,3826,1.525
2,58614,51,17.421,422883.949473274,95,s2_eth2,s2_eth100,conventional,170136,1108,1640,2597,1.523
2,58634,52,26.449,157854.233955905,61,s2_eth2,s2_eth100,conventional,173476,673,1339,1113,1.54
2,58654,53,0.261,202866.933709485,270,s2_eth2,s2_eth100,conventional,180247,3033,4771,1454,1.603
2,58686,54,17.048,449832.826034837,190,s2_eth2,s2_eth100,conventional,183865,2760,1617,3229,1.601
2,58718,55,32.164,191353.165434084,362,s2_eth2,s2_eth100,conventional,191296,4172,5430,1485,1.608
2,58754,56,26.618,257763.575958521,375,s2_eth2,s2_eth100,conventional,197687,4322,4391,1984,1.629
2,58786,57,12.379,698389.683506589,205,s2_eth2,s2_eth100,conventional,200967,3158,1280,4863,1.629
2,58806,58,25.979,424135.813559368,271,s2_eth2,s2_eth100,conventional,205259,3795,2291,3191,1.627
2,58830,59,15.107,1117373.70169232,119,s2_eth2,s2_eth100,conventional,208327,2547,1067,6401,1.627
2,58850,60,0.275,1166852.94092807,70,s2_eth2,s2_eth100,conventional,211045,1621,718,5562,1.628
3,50556,1,0.757,230108.757870635,5,s2_eth2,s2_eth100,conventional,367,8,0,46,1.871
3,50598,2,12.322,27265.2682296547,33,s2_eth2,s2_eth100,conventional,5433,329,0,166,1.871
3,50676,3,40.392,35021.4386637382,43,s2_eth2,s2_eth100,conventional,11078,468,1644,211,1.671
3,50740,4,40.034,35774.6664284572,42,s2_eth2,s2_eth100,conventional,15730,432,2651,229,1.535
3,50796,5,12.651,39595.6128744007,27,s2_eth2,s2_eth100,conventional,19144,270,1414,225,1.504
3,50836,6,13.954,62063.2535348876,23,s2_eth2,s2_eth100,conventional,21938,249,794,364,1.482
3,50868,7,7.381,64253.0804707647,20,s2_eth2,s2_eth100,conventional,24328,212,390,357,1.473
3,50900,8,11.82,88306.8430570096,17,s2_eth2,s2_eth100,conventional,26167,184,0,443,1.491
3,50928,9,16.708,79798.4899442476,22,s2_eth2,s2_eth100,conventional,28605,225,275,468,1.474
3,50952,10,6.243,88383.4595746216,17,s2_eth2,s2_eth100,conventional,30992,185,387,438,1.456
3,50984,11,22.914,84167.6710208149,20,s2_eth2,s2_eth100,conventional,32994,220,1,499,1.442
3,51006,12,19.374,105571.673757401,21,s2_eth2,s2_eth100,conventional,35468,208,473,487,1.423
3,51032,13,34.083,57600.0051385564,26,s2_eth2,s2_eth100,conventional,38146,286,678,360,1.405
3,51066,14,46.035,54570.5486696947,20,s2_eth2,s2_eth100,conventional,41027,208,880,355,1.387
3,51080,15,0.161,71294.143955934,22,s2_eth2,s2_eth100,conventional,43626,229,599,399,1.373
3,51114,16,40.742,58091.3779235731,34,s2_eth2,s2_eth100,conventional,46087,367,460,421,1.361
3,51132,17,0.378,83781.2399276276,37,s2_eth2,s2_eth100,conventional,49446,416,1359,497,1.344
3,51164,18,30.228,97104.3214092903,42,s2_eth2,s2_eth100,conventional,51988,437,542,567,1.324
3,51196,19,47.987,102650.690608464,43,s2_eth2,s2_eth100,conventional,54583,465,594,631,1.315
3,51206,20,23.442,113833.30639513,39,s2_eth2,s2_eth100,conventional,57355,421,772,648,1.306
3,51236,21,18.124,99355.6221160852,46,s2_eth2,s2_eth100,conventional,60312,466,956,582,1.291
3,51260,22,35.476,89203.5753342067,63,s2_eth2,s2_eth100,conventional,63979,705,1667,600,1.275
3,51294,23,38.988,70395.7629172936,55,s2_eth2,s2_eth100,conventional,67958,603,1979,476,1.268
3,51326,24,35.259,70667.8115875173,51,s2_eth2,s2_eth100,conventional,71750,558,1791,487,1.262
3,51348,25,8.822,69019.2458957806,45,s2_eth2,s2_eth100,conventional,75430,483,1680,447,1.256
3,51384,26,35.582,64545.7440299383,42,s2_eth2,s2_eth100,conventional,78770,463,1339,451,1.251
3,51414,27,34.97,70745.4283926496,43,s2_eth2,s2_eth100,conventional,81835,478,1064,498,1.247
3,51442,28,30.953,74440.8358432176,42,s2_eth2,s2_eth100,conventional,85869,473,2033,520,1.243
3,51464,29,0.218,78817.6757335915,36,s2_eth2,s2_eth100,conventional,89317,398,1448,507,1.24
3,51496,30,7.276,82700.3952136097,35,s2_eth2,s2_eth100,conventional,92462,373,1144,523,1.237
3,51536,31,27.493,88097.053950052,26,s2_eth2,s2_eth100,conventional,95583,271,1121,511,1.237
3,51566,32,20.179,68632.6912984447,31,s2_eth2,s2_eth100,conventional,99188,338,1605,475,1.235
3,51588,33,0.423,99292.8054614072,37,s2_eth2,s2_eth100,conventional,102219,412,1030,610,1.233
3,51628,34,45.259,84343.3286032211,16,s2_eth2,s2_eth100,conventional,104875,173,655,480,1.23
3,51644,35,13.196,102713.85626108,32,s2_eth2,s2_eth100,conventional,108045,322,1170,586,1.228
3,51678,36,11.649,154817.358503994,16,s2_eth2,s2_eth100,conventional,110871,173,826,591,1.227
3,51714,37,41.228,87466.7423802566,20,s2_eth2,s2_eth100,conventional,113730,218,858,535,1.225
3,51736,38,18.441,101543.370858145,21,s2_eth2,s2_eth100,conventional,116899,223,1169,554,1.224
3,51764,39,13.811,137895.854684406,22,s2_eth2,s2_eth100,conventional,119512,237,612,762,1.223
3,51788,40,22.059,164369.15722487,29,s2_eth2,s2_eth100,conventional,122110,324,598,957,1.224
3,51816,41,16.741,168798.817893451,34,s2_eth2,s2_eth100,conventional,125267,372,1157,991,1.226
3,51848,42,27.154,178599.819369124,31,s2_eth2,s2_eth100,conventional,128354,342,1086,948,1.224
3,51878,43,21.031,133316.530841318,52,s2_eth2,s2_eth100,conventional,131934,545,1579,812,1.223
3,51916,44,25.172,113847.223416224,54,s2_eth2,s2_eth100,conventional,136039,608,2105,800,1.223
3,51940,45,0.237,174839.586923575,34,s2_eth2,s2_eth100,conventional,139252,376,1212,953,1.222
3,51972,46,1.688,188536.126717504,36,s2_eth2,s2_eth100,conventional,142169,391,917,945,1.221
3,52004,47,12.69,151412.702888181,41,s2_eth2,s2_eth100,conventional,145770,454,1601,904,1.221
3,52036,48,24.06,153544.405266778,41,s2_eth2,s2_eth100,conventional,149432,452,1661,947,1.221
3,52064,49,10.032,274270.188428792,47,s2_eth2,s2_eth100,conventional,152414,528,982,1252,1.233
3,52094,50,40.75,135125.232098621,43,s2_eth2,s2_eth100,conventional,155820,479,1406,883,1.233
3,52108,51,6.499,170606.662123494,51,s2_eth2,s2_eth100,conventional,159275,325,1454,741,1.233
3,52140,52,1.043,297285.454962756,27,s2_eth2,s2_eth100,conventional,161621,284,346,1120,1.24
3,52172,53,39.426,184331.029438159,95,s2_eth2,s2_eth100,conventional,166046,1087,2424,1279,1.239
3,52204,54,20.123,198271.560352678,107,s2_eth2,s2_eth100,conventional,170737,1224,2691,1378,1.245
3,52240,55,38.06,204336.245567808,182,s2_eth2,s2_eth100,conventional,175579,2089,2841,1484,1.246
3,52274,56,39.329,190298.833670488,217,s2_eth2,s2_eth100,conventional,181254,2498,3674,1441,1.246
3,52300,57,28.749,177376.48927325,187,s2_eth2,s2_eth100,conventional,186858,2113,3604,1327,1.246
3,52324,58,31.695,170095.947832357,121,s2_eth2,s2_eth100,conventional,190396,1384,1537,1268,1.246
3,52344,59,25.828,243365.841468642,105,s2_eth2,s2_eth100,conventional,193707,1169,1311,1694,1.259
3,52368,60,36.584,142889.968487395,47,s2_eth2,s2_eth100,conventional,196866,521,1158,948,1.259
4,43662,1,0.267,4732394.36619718,2,s2_eth2,s2_eth100,conventional,342,8,0,50,1.871
4,43690,2,37.171,25218.1238427427,33,s2_eth2,s2_eth100,conventional,5287,329,0,168,1.871
4,43756,3,0.096,31577.1538864397,45,s2_eth2,s2_eth100,conventional,10811,468,1523,215,1.68
4,43828,4,30.697,33285.8853882785,41,s2_eth2,s2_eth100,conventional,15535,432,2724,230,1.537
4,43884,5,8.001,24653.6580786046,28,s2_eth2,s2_eth100,conventional,19723,270,2188,173,1.486
4,43952,6,19.474,62349.5320546547,24,s2_eth2,s2_eth100,conventional,22641,249,917,320,1.466
4,43980,7,14.317,63968.129587204,20,s2_eth2,s2_eth100,conventional,24953,212,311,365,1.462
4,44008,8,0.403,98183.9477450252,19,s2_eth2,s2_eth100,conventional,27135,184,182,374,1.454
4,44040,9,18.501,75543.9928736366,22,s2_eth2,s2_eth100,conventional,29446,225,310,461,1.441
4,44072,10,24.075,85697.1895166116,18,s2_eth2,s2_eth100,conventional,31759,185,312,475,1.427
4,44092,11,17.822,84896.5841573507,20,s2_eth2,s2_eth100,conventional,33747,220,0,469,1.436
4,44126,12,44.945,88320.0113393033,20,s2_eth2,s2_eth100,conventional,36180,208,420,484,1.419
4,44136,13,29.187,61721.703429538,26,s2_eth2,s2_eth100,conventional,38593,286,413,362,1.403
4,44172,14,40.142,59859.0158198021,13,s2_eth2,s2_eth100,conventional,40986,126,392,256,1.388
4,44192,15,12.687,71284.3224092117,19,s2_eth2,s2_eth100,conventional,43641,136,655,279,1.374
4,44216,16,31.679,44339.7892317883,21,s2_eth2,s2_eth100,conventional,45937,221,295,279,1.362
4,44228,17,1.413,62268.1586963386,25,s2_eth2,s2_eth100,conventional,48873,264,935,379,1.346
4,44260,18,34.52,70749.538999641,27,s2_eth2,s2_eth100,conventional,51385,276,512,422,1.335
4,44282,19,31.223,76020.8224476744,27,s2_eth2,s2_eth100,conventional,53798,295,413,503,1.316
4,44300,20,20.09,99162.5303186177,38,s2_eth2,s2_eth100,conventional,56591,421,793,625,1.307
4,44330,21,33.983,80673.8177197917,45,s2_eth2,s2_eth100,conventional,59864,466,1272,520,1.291
4,44352,22,25.06,81641.8367780564,65,s2_eth2,s2_eth100,conventional,63694,705,1829,569,1.275
4,44396,23,40.876,70507.0473324811,57,s2_eth2,s2_eth100,conventional,67913,603,2219,472,1.268
4,44422,24,36.917,68086.8958856462,50,s2_eth2,s2_eth100,conventional,71625,558,1711,485,1.261
4,44452,25,7.575,72320.2639362043,43,s2_eth2,s2_eth100,conventional,75431,483,1806,450,1.256
4,44482,26,29.975,64221.1473172717,42,s2_eth2,s2_eth100,conventional,78706,463,1274,449,1.251
4,44518,27,42.112,76099.0166467788,43,s2_eth2,s2_eth100,conventional,81848,478,1141,501,1.247
4,44546,28,30.346,77343.8421693116,42,s2_eth2,s2_eth100,conventional,85876,473,2028,527,1.243
4,44568,29,1.173,84873.0948952702,37,s2_eth2,s2_eth100,conventional,89392,398,1516,499,1.24
4,44600,30,22.686,88153.4589017902,34,s2_eth2,s2_eth100,conventional,92476,373,1083,539,1.237
4,44632,31,30.976,80593.7787947998,28,s2_eth2,s2_eth100,conventional,95504,271,1028,483,1.237
4,44668,32,26.962,72152.9942038891,31,s2_eth2,s2_eth100,conventional,99167,338,1662,473,1.234
4,44692,33,0.339,112791.325071705,37,s2_eth2,s2_eth100,conventional,102263,412,1095,629,1.233
4,44726,34,40.226,83948.6830198218,16,s2_eth2,s2_eth100,conventional,104803,173,540,473,1.23
4,44742,35,28.496,96709.2180526851,33,s2_eth2,s2_eth100,conventional,107936,322,1132,551,1.228
4,44784,36,16.747,221518.439503256,16,s2_eth2,s2_eth100,conventional,110941,173,1005,559,1.227
4,44812,37,34.961,87234.7838260491,20,s2_eth2,s2_eth100,conventional,113659,218,718,522,1.225
4,44834,38,14.04,100673.322081373,21,s2_eth2,s2_eth100,conventional,116835,223,1175,522,1.224
4,44868,39,12.965,205878.827262919,25,s2_eth2,s2_eth100,conventional,119628,237,792,808,1.223
4,44898,40,26.215,188010.306750737,29,s2_eth2,s2_eth100,conventional,122522,324,894,785,1.223
4,44922,41,0.502,217248.273777695,34,s2_eth2,s2_eth100,conventional,125703,372,1181,973,1.226
4,44952,42,0.247,187836.91210684,31,s2_eth2,s2_eth100,conventional,128768,342,1065,988,1.224
4,44984,43,17.534,136790.873606168,39,s2_eth2,s2_eth100,conventional,131845,392,1076,750,1.223
4,45014,44,21.14,104202.578044315,40,s2_eth2,s2_eth100,conventional,135696,450,1851,709,1.223
4,45036,45,0.515,154040.278972179,25,s2_eth2,s2_eth100,conventional,138828,272,1131,707,1.222
4,45068,46,26.181,139099.964879793,25,s2_eth2,s2_eth100,conventional,141762,277,933,755,1.221
4,45100,47,17.32,108197.737527669,31,s2_eth2,s2_eth100,conventional,145528,324,1766,653,1.221
4,45128,48,9.069,136288.406334556,30,s2_eth2,s2_eth100,conventional,148982,316,1454,708,1.221
4,45156,49,0.254,234415.781201914,38,s2_eth2,s2_eth100,conventional,151787,375,804,1071,1.22
4,45188,50,26.575,166219.164521329,44,s2_eth2,s2_eth100,conventional,155052,479,1265,1083,1.233
4,45204,51,4.158,270520.906812903,39,s2_eth2,s2_eth100,conventional,157913,325,860,1043,1.233
4,45236,52,26.74,180531.762845529,27,s2_eth2,s2_eth100,conventional,160677,284,764,1027,1.232
4,45254,53,18.804,156345.226138365,96,s2_eth2,s2_eth100,conventional,165503,1087,2825,1091,1.239
4,45294,54,13.062,184769.601930036,107,s2_eth2,s2_eth100,conventional,170292,1224,2788,1245,1.239
4,45336,55,38.663,162217.952325035,134,s2_eth2,s2_eth100,conventional,175022,1539,2729,1178,1.245
4,45368,56,32.174,149813.023043967,154,s2_eth2,s2_eth100,conventional,180434,1770,3412,1134,1.249
4,45390,57,25.848,186167.221470291,136,s2_eth2,s2_eth100,conventional,184856,1508,2421,1355,1.246
4,45416,58,31.104,175642.152534146,122,s2_eth2,s2_eth100,conventional,188875,1384,2019,1287,1.246
4,45436,59,30.856,214042.850573381,103,s2_eth2,s2_eth100,conventional,192336,1169,1461,1503,1.246
4,45458,60,25.874,196926.445507064,47,s2_eth2,s2_eth100,conventional,195561,521,1224,1174,1.245
5,40978,1,0.258,2194029.85074627,2,s2_eth2,s3_eth100,conventional,331,8,0,51,1.871
